NumIters,Seconds,LearningRate,loss/loss
62280.0,43288.8241,1e-08,0.36171
62290.0,43295.767438,1e-08,0.498215
62300.0,43302.716407,1e-08,0.529167
62310.0,43309.653324,1e-08,0.598734
62320.0,43316.603798,1e-08,0.432654
62330.0,43323.545889,1e-08,0.291178
62340.0,43330.488937,1e-08,0.42021
62350.0,43337.438928,1e-08,0.325317
62360.0,43344.379285,1e-08,0.546917
62370.0,43351.324692,1e-08,0.368205
62380.0,43358.266955,1e-08,0.46342
62390.0,43365.215232,1e-08,0.422912
62400.0,43372.160016,1e-08,0.381791
62410.0,43379.105298,1e-08,0.407252
62420.0,43386.056111,1e-08,0.3668
62430.0,43392.991187,1e-08,0.399659
62440.0,43399.930073,1e-08,0.336719
62450.0,43406.870035,1e-08,0.482669
62460.0,43413.82297,1e-08,0.416394
62470.0,43420.771459,1e-08,0.371141
62480.0,43427.707527,1e-08,0.389172
62490.0,43434.641792,1e-08,0.587293
62500.0,43441.593024,1e-08,0.355554
62510.0,43448.535222,1e-08,0.474951
62520.0,43455.485378,1e-08,0.511802
62530.0,43462.430125,1e-08,0.442383
62540.0,43469.378386,1e-08,0.41506
62550.0,43476.326379,1e-08,0.519699
62560.0,43483.270969,1e-08,0.504124
62570.0,43490.213209,1e-08,0.410568
62580.0,43497.165212,1e-08,0.393686
62590.0,43504.110968,1e-08,0.427467
62600.0,43511.055961,1e-08,0.400255
62610.0,43518.000769,1e-08,0.384686
62620.0,43524.938006,1e-08,0.573593
62630.0,43531.888153,1e-08,0.395528
62640.0,43538.834153,1e-08,0.299275
62650.0,43545.774685,1e-08,0.382088
62660.0,43552.717323,1e-08,0.51134
62670.0,43559.659381,1e-08,0.46358
62680.0,43566.606148,1e-08,0.376321
62690.0,43573.550637,1e-08,0.447429
62700.0,43580.503055,1e-08,0.373175
62710.0,43587.438989,1e-08,0.635806
62720.0,43594.393824,1e-08,0.390848
62730.0,43601.341004,1e-08,0.590868
62740.0,43608.289122,1e-08,0.357659
62750.0,43615.229669,1e-08,0.391465
62760.0,43622.184362,1e-08,0.304551
62770.0,43629.14101,1e-08,0.408341
62780.0,43636.079065,1e-08,0.437958
62790.0,43643.021123,1e-08,0.356605
62800.0,43649.972736,1e-08,0.366519
62810.0,43656.913905,1e-08,0.472747
62820.0,43663.851993,1e-08,0.349954
62830.0,43670.793115,1e-08,0.445468
62840.0,43677.743545,1e-08,0.335473
62850.0,43684.700399,1e-08,0.290137
62860.0,43691.643288,1e-08,0.288329
62870.0,43698.581575,1e-08,0.409636
62880.0,43705.529894,1e-08,0.423461
62890.0,43712.48266,1e-08,0.438039
62900.0,43719.422908,1e-08,0.344182
62910.0,43726.361518,1e-08,0.403743
62920.0,43733.313773,1e-08,0.371025
62930.0,43740.264168,1e-08,0.442362
62940.0,43747.201836,1e-08,0.555415
62950.0,43754.145356,1e-08,0.374703
62960.0,43761.101225,1e-08,0.308698
62970.0,43768.046655,1e-08,0.461698
62980.0,43774.990574,1e-08,0.434606
62990.0,43781.925935,1e-08,0.298181
63000.0,43788.880018,1e-08,0.381668
63010.0,43795.830638,1e-08,0.306378
63020.0,43802.774219,1e-08,0.430985
63030.0,43809.728659,1e-08,0.360026
63040.0,43816.683221,1e-08,0.368521
63050.0,43823.636103,1e-08,0.475554
63060.0,43830.573482,1e-08,0.393942
63070.0,43837.522711,1e-08,0.393635
63080.0,43844.460397,1e-08,0.420486
63090.0,43851.402162,1e-08,0.399859
63100.0,43858.332659,1e-08,0.390937
63110.0,43865.268145,1e-08,0.492931
63120.0,43872.221606,1e-08,0.436352
63130.0,43879.171327,1e-08,0.481527
63140.0,43886.105406,1e-08,0.442116
63150.0,43893.045114,1e-08,0.624514
63160.0,43899.984333,1e-08,0.510039
63170.0,43906.925946,1e-08,0.33858
63180.0,43913.8839,1e-08,0.313018
63190.0,43920.825517,1e-08,0.401619
63200.0,43927.774577,1e-08,0.546823
63210.0,43934.725239,1e-08,0.453627
63220.0,43941.668333,1e-08,0.53746
63230.0,43948.604892,1e-08,0.424617
63240.0,43955.56157,1e-08,0.487888
63250.0,43962.505576,1e-08,0.344474
63260.0,43969.455753,1e-08,0.39387
63270.0,43976.407588,1e-08,0.335814
63280.0,43983.367092,1e-08,0.300931
63290.0,43990.309163,1e-08,0.365278
63300.0,43997.255678,1e-08,0.371425
63310.0,44004.196269,1e-08,0.375918
63320.0,44011.150729,1e-08,0.359445
63330.0,44018.092741,1e-08,0.396101
63340.0,44025.025971,1e-08,0.430726
63350.0,44031.977122,1e-08,0.437777
63360.0,44038.927613,1e-08,0.298348
63370.0,44045.865249,1e-08,0.338422
63380.0,44052.817566,1e-08,0.41491
63390.0,44059.767733,1e-08,0.477068
63400.0,44066.717677,1e-08,0.376727
63410.0,44073.657843,1e-08,0.317987
63420.0,44080.604323,1e-08,0.270429
63430.0,44087.552198,1e-08,0.391482
63440.0,44094.495617,1e-08,0.375962
63450.0,44101.446486,1e-08,0.305494
63460.0,44108.394152,1e-08,0.48912
63470.0,44115.354165,1e-08,0.436461
63480.0,44122.303895,1e-08,0.270832
63490.0,44129.248932,1e-08,0.366066
63500.0,44136.198647,1e-08,0.333108
63510.0,44143.140923,1e-08,0.49117
63520.0,44150.071249,1e-08,0.450845
63530.0,44157.024189,1e-08,0.478177
63540.0,44163.977677,1e-08,0.443503
63550.0,44170.926922,1e-08,0.395717
63560.0,44177.865959,1e-08,0.505478
63570.0,44184.806652,1e-08,0.352746
63580.0,44191.756733,1e-08,0.419514
63590.0,44198.701573,1e-08,0.321996
63600.0,44205.657323,1e-08,0.465148
63610.0,44212.602624,1e-08,0.352841
63620.0,44219.544303,1e-08,0.413925
63630.0,44226.483288,1e-08,0.450506
63640.0,44233.420571,1e-08,0.458439
63650.0,44240.38344,1e-08,0.325423
63660.0,44247.328721,1e-08,0.352748
63670.0,44254.271509,1e-08,0.408224
63680.0,44261.222035,1e-08,0.455614
63690.0,44268.164832,1e-08,0.494993
63700.0,44275.106135,1e-08,0.351083
63710.0,44282.040758,1e-08,0.477169
63720.0,44288.984078,1e-08,0.456929
63730.0,44295.944297,1e-08,0.34027
63740.0,44302.890843,1e-08,0.606252
63750.0,44309.842067,1e-08,0.277289
63760.0,44316.803554,1e-08,0.40785
63770.0,44323.752457,1e-08,0.543887
63780.0,44330.708723,1e-08,0.454413
63790.0,44337.646502,1e-08,0.373954
63800.0,44344.594634,1e-08,0.306734
63810.0,44351.538186,1e-08,0.474647
63820.0,44358.478532,1e-08,0.488337
63830.0,44365.425541,1e-08,0.348388
63840.0,44372.365266,1e-08,0.341852
63850.0,44379.307149,1e-08,0.385907
63860.0,44386.251496,1e-08,0.245208
63870.0,44393.191815,1e-08,0.503282
63880.0,44400.146332,1e-08,0.610301
63890.0,44407.093623,1e-08,0.394155
63900.0,44414.037577,1e-08,0.368137
63910.0,44420.989205,1e-08,0.404609
63920.0,44427.931787,1e-08,0.440972
63930.0,44434.866945,1e-08,0.551408
63940.0,44441.825227,1e-08,0.378265
63950.0,44448.771888,1e-08,0.34227
63960.0,44455.707241,1e-08,0.421739
63970.0,44462.648939,1e-08,0.373199
63980.0,44469.594025,1e-08,0.516133
63990.0,44476.544239,1e-08,0.47562
64000.0,44483.492525,1e-08,0.414462
64010.0,44490.441758,1e-08,0.562268
64020.0,44497.39233,1e-08,0.466211
64030.0,44504.342673,1e-08,0.404009
64040.0,44511.282782,1e-08,0.45408
64050.0,44518.216971,1e-08,0.223592
64060.0,44525.182396,1e-08,0.361276
64070.0,44532.127765,1e-08,0.399391
64080.0,44539.066925,1e-08,0.414291
64090.0,44546.022204,1e-08,0.421861
64100.0,44552.982452,1e-08,0.377108
64110.0,44559.929154,1e-08,0.332161
64120.0,44566.887401,1e-08,0.397858
64130.0,44573.836905,1e-08,0.477475
64140.0,44580.779951,1e-08,0.529967
64150.0,44587.72581,1e-08,0.336141
64160.0,44594.668672,1e-08,0.400038
64170.0,44601.627235,1e-08,0.398127
64180.0,44608.565767,1e-08,0.408645
64190.0,44615.510012,1e-08,0.429441
64200.0,44622.456403,1e-08,0.377022
64210.0,44629.413124,1e-08,0.375342
64220.0,44636.356783,1e-08,0.420393
64230.0,44643.30714,1e-08,0.523349
64240.0,44650.264142,1e-08,0.456985
64250.0,44657.215587,1e-08,0.516876
64260.0,44664.157215,1e-08,0.493009
64270.0,44671.114002,1e-08,0.534855
64280.0,44678.061858,1e-08,0.396653
64290.0,44685.009626,1e-08,0.326471
64300.0,44691.963849,1e-08,0.456874
64310.0,44698.919062,1e-08,0.477014
64320.0,44705.868431,1e-08,0.463879
64330.0,44712.810943,1e-08,0.470604
64340.0,44719.769551,1e-08,0.424642
64350.0,44726.71102,1e-08,0.44802
64360.0,44733.654157,1e-08,0.455439
64370.0,44740.610372,1e-08,0.354578
64380.0,44747.558237,1e-08,0.427555
64390.0,44754.507967,1e-08,0.399138
64400.0,44761.461369,1e-08,0.418143
64410.0,44768.41812,1e-08,0.378735
64420.0,44775.375175,1e-08,0.357338
64430.0,44782.314747,1e-08,0.391434
64440.0,44789.265542,1e-08,0.35617
64450.0,44796.218677,1e-08,0.397798
64460.0,44803.156545,1e-08,0.511278
64470.0,44810.10018,1e-08,0.389708
64480.0,44817.050172,1e-08,0.361736
64490.0,44824.001765,1e-08,0.419404
64500.0,44830.946169,1e-08,0.504683
64510.0,44837.890534,1e-08,0.460476
64520.0,44844.844791,1e-08,0.558808
64530.0,44851.787695,1e-08,0.526532
64540.0,44858.725687,1e-08,0.406751
64550.0,44865.678907,1e-08,0.390399
64560.0,44872.632096,1e-08,0.511107
64570.0,44879.576501,1e-08,0.319511
64580.0,44886.523748,1e-08,0.33855
64590.0,44893.476459,1e-08,0.531844
64600.0,44900.420935,1e-08,0.325688
64610.0,44907.363695,1e-08,0.484727
64620.0,44914.308222,1e-08,0.368221
64630.0,44921.264567,1e-08,0.270791
64640.0,44928.210881,1e-08,0.39988
64650.0,44935.154232,1e-08,0.348948
64660.0,44942.106016,1e-08,0.41538
64670.0,44949.058827,1e-08,0.425393
64680.0,44956.005361,1e-08,0.331313
64690.0,44962.949249,1e-08,0.477486
64700.0,44969.895758,1e-08,0.444849
64710.0,44976.844306,1e-08,0.542205
64720.0,44983.777469,1e-08,0.435486
64730.0,44990.717069,1e-08,0.311493
64740.0,44997.663046,1e-08,0.381321
64750.0,45004.613741,1e-08,0.54557
64760.0,45011.564932,1e-08,0.497166
64770.0,45018.501319,1e-08,0.295249
64780.0,45025.449741,1e-08,0.426854
64790.0,45032.393316,1e-08,0.451814
64800.0,45039.341148,1e-08,0.355957
64810.0,45046.285688,1e-08,0.548478
64820.0,45053.22825,1e-08,0.371128
64830.0,45060.178351,1e-08,0.43176
64840.0,45067.126815,1e-08,0.501511
64850.0,45074.061859,1e-08,0.335465
64860.0,45081.017173,1e-08,0.478357
64870.0,45087.97562,1e-08,0.506126
64880.0,45094.923505,1e-08,0.368237
64890.0,45101.866201,1e-08,0.466793
64900.0,45108.810855,1e-08,0.339284
64910.0,45115.758849,1e-08,0.570868
64920.0,45122.707436,1e-08,0.435633
64930.0,45129.65092,1e-08,0.373805
64940.0,45136.598162,1e-08,0.398415
64950.0,45143.541452,1e-08,0.431887
64960.0,45150.494878,1e-08,0.486451
64970.0,45157.44242,1e-08,0.468346
64980.0,45164.39356,1e-08,0.306722
64990.0,45171.344499,1e-08,0.454893
65000.0,45181.343244,1e-08,0.336722
65010.0,45188.249446,1e-08,0.322648
65020.0,45195.189497,1e-08,0.361296
65030.0,45202.122189,1e-08,0.400093
65040.0,45209.054589,1e-08,0.356226
65050.0,45215.985918,1e-08,0.534522
65060.0,45222.929656,1e-08,0.50122
65070.0,45229.87334,1e-08,0.411362
65080.0,45236.810491,1e-08,0.469225
65090.0,45243.744837,1e-08,0.492385
65100.0,45250.685001,1e-08,0.299072
65110.0,45257.62384,1e-08,0.216462
65120.0,45264.572836,1e-08,0.408373
65130.0,45271.503496,1e-08,0.326336
65140.0,45278.446061,1e-08,0.271664
65150.0,45285.402958,1e-08,0.399094
65160.0,45292.350329,1e-08,0.478255
65170.0,45299.297669,1e-08,0.367158
65180.0,45306.246867,1e-08,0.424831
65190.0,45313.189169,1e-08,0.396724
65200.0,45320.134785,1e-08,0.39737
65210.0,45327.084463,1e-08,0.427327
65220.0,45334.026661,1e-08,0.272043
65230.0,45340.984172,1e-08,0.541502
65240.0,45347.932263,1e-08,0.304102
65250.0,45354.881497,1e-08,0.487868
65260.0,45361.825229,1e-08,0.378016
65270.0,45368.773569,1e-08,0.234045
65280.0,45375.715123,1e-08,0.407816
65290.0,45382.659844,1e-08,0.314145
65300.0,45389.617449,1e-08,0.432545
65310.0,45396.559215,1e-08,0.460503
65320.0,45403.500398,1e-08,0.457753
65330.0,45410.461565,1e-08,0.45666
65340.0,45417.399734,1e-08,0.444205
65350.0,45424.345579,1e-08,0.373437
65360.0,45431.286424,1e-08,0.364602
65370.0,45438.228958,1e-08,0.487069
65380.0,45445.178433,1e-08,0.362836
65390.0,45452.123696,1e-08,0.45384
65400.0,45459.068256,1e-08,0.334105
65410.0,45466.023239,1e-08,0.38588
65420.0,45472.959534,1e-08,0.479361
65430.0,45479.897545,1e-08,0.45709
65440.0,45486.850343,1e-08,0.426882
65450.0,45493.802042,1e-08,0.270033
65460.0,45500.737435,1e-08,0.355456
65470.0,45507.681749,1e-08,0.38314
65480.0,45514.631808,1e-08,0.346136
65490.0,45521.576111,1e-08,0.336291
65500.0,45528.517034,1e-08,0.547899
65510.0,45535.465459,1e-08,0.504199
65520.0,45542.408671,1e-08,0.253861
65530.0,45549.359809,1e-08,0.578389
65540.0,45556.297547,1e-08,0.373583
65550.0,45563.242771,1e-08,0.377286
65560.0,45570.192641,1e-08,0.334525
65570.0,45577.147693,1e-08,0.415204
65580.0,45584.089779,1e-08,0.450305
65590.0,45591.039633,1e-08,0.392412
65600.0,45597.9852,1e-08,0.306215
65610.0,45604.93236,1e-08,0.409319
65620.0,45611.872897,1e-08,0.319412
65630.0,45618.815847,1e-08,0.325952
65640.0,45625.76569,1e-08,0.326568
65650.0,45632.715142,1e-08,0.314886
65660.0,45639.662489,1e-08,0.497892
65670.0,45646.607722,1e-08,0.490279
65680.0,45653.555866,1e-08,0.411314
65690.0,45660.493287,1e-08,0.423357
65700.0,45667.440212,1e-08,0.422977
65710.0,45674.393066,1e-08,0.567084
65720.0,45681.348651,1e-08,0.458049
65730.0,45688.284437,1e-08,0.27281
65740.0,45695.233296,1e-08,0.42331
65750.0,45702.188516,1e-08,0.306916
65760.0,45709.127369,1e-08,0.252437
65770.0,45716.076552,1e-08,0.506125
65780.0,45723.020508,1e-08,0.429322
65790.0,45729.970414,1e-08,0.391663
65800.0,45736.918228,1e-08,0.549393
65810.0,45743.864357,1e-08,0.477476
65820.0,45750.817342,1e-08,0.492745
65830.0,45757.749549,1e-08,0.384157
65840.0,45764.681125,1e-08,0.366659
65850.0,45771.637243,1e-08,0.438744
65860.0,45778.582995,1e-08,0.389379
65870.0,45785.511319,1e-08,0.306197
65880.0,45792.453019,1e-08,0.394094
65890.0,45799.401749,1e-08,0.391061
65900.0,45806.354824,1e-08,0.399367
65910.0,45813.306624,1e-08,0.250804
65920.0,45820.249967,1e-08,0.392779
65930.0,45827.200986,1e-08,0.447203
65940.0,45834.152613,1e-08,0.363443
65950.0,45841.092172,1e-08,0.499917
65960.0,45848.037564,1e-08,0.42404
65970.0,45854.983926,1e-08,0.511747
65980.0,45861.937986,1e-08,0.328034
65990.0,45868.882305,1e-08,0.330172
66000.0,45875.8293,1e-08,0.456715
66010.0,45882.764022,1e-08,0.463067
66020.0,45889.716241,1e-08,0.385373
66030.0,45896.652529,1e-08,0.440068
66040.0,45903.592733,1e-08,0.520441
66050.0,45910.544592,1e-08,0.397448
66060.0,45917.487897,1e-08,0.483868
66070.0,45924.418979,1e-08,0.336228
66080.0,45931.361929,1e-08,0.495532
66090.0,45938.305542,1e-08,0.397621
66100.0,45945.25264,1e-08,0.370807
66110.0,45952.193025,1e-08,0.338362
66120.0,45959.134399,1e-08,0.48605
66130.0,45966.083314,1e-08,0.339187
66140.0,45973.040702,1e-08,0.278898
66150.0,45979.984565,1e-08,0.401416
66160.0,45986.923611,1e-08,0.334812
66170.0,45993.870759,1e-08,0.540838
66180.0,46000.823528,1e-08,0.360245
66190.0,46007.769708,1e-08,0.490902
66200.0,46014.725731,1e-08,0.399705
66210.0,46021.661744,1e-08,0.362791
66220.0,46028.61,1e-08,0.383912
66230.0,46035.546717,1e-08,0.407419
66240.0,46042.483425,1e-08,0.399004
66250.0,46049.426329,1e-08,0.469395
66260.0,46056.372383,1e-08,0.506806
66270.0,46063.307541,1e-08,0.239681
66280.0,46070.257426,1e-08,0.409177
66290.0,46077.204967,1e-08,0.382363
66300.0,46084.148363,1e-08,0.370497
66310.0,46091.09149,1e-08,0.286828
66320.0,46098.047039,1e-08,0.543403
66330.0,46104.999611,1e-08,0.36999
66340.0,46111.953122,1e-08,0.503319
66350.0,46118.892445,1e-08,0.463577
66360.0,46125.844207,1e-08,0.307532
66370.0,46132.787317,1e-08,0.395595
66380.0,46139.729683,1e-08,0.332497
66390.0,46146.673745,1e-08,0.571307
66400.0,46153.624808,1e-08,0.489826
66410.0,46160.577177,1e-08,0.409702
66420.0,46167.520732,1e-08,0.553178
66430.0,46174.475191,1e-08,0.323405
66440.0,46181.41895,1e-08,0.465699
66450.0,46188.361986,1e-08,0.44884
66460.0,46195.306435,1e-08,0.412663
66470.0,46202.260352,1e-08,0.472764
66480.0,46209.210859,1e-08,0.456467
66490.0,46216.152644,1e-08,0.420873
66500.0,46223.102177,1e-08,0.328878
66510.0,46230.047197,1e-08,0.394388
66520.0,46236.99572,1e-08,0.321577
66530.0,46243.938996,1e-08,0.340965
66540.0,46250.8826,1e-08,0.410966
66550.0,46257.835569,1e-08,0.306777
66560.0,46264.77716,1e-08,0.576648
66570.0,46271.717921,1e-08,0.463405
66580.0,46278.670539,1e-08,0.270654
66590.0,46285.620586,1e-08,0.421825
66600.0,46292.572513,1e-08,0.473381
66610.0,46299.514628,1e-08,0.312221
66620.0,46306.473682,1e-08,0.373639
66630.0,46313.415863,1e-08,0.399437
66640.0,46320.360154,1e-08,0.492294
66650.0,46327.305571,1e-08,0.499565
66660.0,46334.251958,1e-08,0.485814
66670.0,46341.193504,1e-08,0.335129
66680.0,46348.135034,1e-08,0.357096
66690.0,46355.083367,1e-08,0.338361
66700.0,46362.031147,1e-08,0.333156
66710.0,46368.974504,1e-08,0.502738
66720.0,46375.924011,1e-08,0.388148
66730.0,46382.873808,1e-08,0.580085
66740.0,46389.817641,1e-08,0.4174
66750.0,46396.764187,1e-08,0.49759
66760.0,46403.704537,1e-08,0.310083
66770.0,46410.646942,1e-08,0.367583
66780.0,46417.593853,1e-08,0.358558
66790.0,46424.535117,1e-08,0.404797
66800.0,46431.485391,1e-08,0.367868
66810.0,46438.432454,1e-08,0.385468
66820.0,46445.378278,1e-08,0.360262
66830.0,46452.316377,1e-08,0.461972
66840.0,46459.276436,1e-08,0.500855
66850.0,46466.224959,1e-08,0.3853
66860.0,46473.167312,1e-08,0.277721
66870.0,46480.10714,1e-08,0.340508
66880.0,46487.060207,1e-08,0.356404
66890.0,46494.004923,1e-08,0.439229
66900.0,46500.948208,1e-08,0.471197
66910.0,46507.887216,1e-08,0.266809
66920.0,46514.841493,1e-08,0.295495
66930.0,46521.792338,1e-08,0.39366
66940.0,46528.732597,1e-08,0.51464
66950.0,46535.676128,1e-08,0.429454
66960.0,46542.623904,1e-08,0.392478
66970.0,46549.578032,1e-08,0.385071
66980.0,46556.519013,1e-08,0.455465
66990.0,46563.477107,1e-08,0.327916
67000.0,46570.421275,1e-08,0.33263
67010.0,46577.367419,1e-08,0.356864
67020.0,46584.301689,1e-08,0.305981
67030.0,46591.247789,1e-08,0.390451
67040.0,46598.206743,1e-08,0.441873
67050.0,46605.159396,1e-08,0.357273
67060.0,46612.099567,1e-08,0.502211
67070.0,46619.042837,1e-08,0.622462
67080.0,46625.988397,1e-08,0.479063
67090.0,46632.943082,1e-08,0.36942
67100.0,46639.888965,1e-08,0.409978
67110.0,46646.846601,1e-08,0.365465
67120.0,46653.801015,1e-08,0.472721
67130.0,46660.743426,1e-08,0.317891
67140.0,46667.691537,1e-08,0.380584
67150.0,46674.64531,1e-08,0.436221
67160.0,46681.593867,1e-08,0.440882
67170.0,46688.536286,1e-08,0.458648
67180.0,46695.493191,1e-08,0.493825
67190.0,46702.455304,1e-08,0.448614
67200.0,46709.402145,1e-08,0.52794
67210.0,46716.347776,1e-08,0.504149
67220.0,46723.307626,1e-08,0.475519
67230.0,46730.251428,1e-08,0.41074
67240.0,46737.196072,1e-08,0.441568
67250.0,46744.154183,1e-08,0.548394
67260.0,46751.105709,1e-08,0.457506
67270.0,46758.049751,1e-08,0.38732
67280.0,46765.004145,1e-08,0.40751
67290.0,46771.968371,1e-08,0.537666
67300.0,46778.921846,1e-08,0.380337
67310.0,46785.874979,1e-08,0.401018
67320.0,46792.843812,1e-08,0.40022
67330.0,46799.796689,1e-08,0.441715
67340.0,46806.741218,1e-08,0.546332
67350.0,46813.700924,1e-08,0.496364
67360.0,46820.647606,1e-08,0.488682
67370.0,46827.587428,1e-08,0.386301
67380.0,46834.543228,1e-08,0.447896
67390.0,46841.496875,1e-08,0.340623
67400.0,46848.440982,1e-08,0.330842
67410.0,46855.388887,1e-08,0.365081
67420.0,46862.344,1e-08,0.367932
67430.0,46869.287001,1e-08,0.333511
67440.0,46876.229838,1e-08,0.441712
67450.0,46883.190832,1e-08,0.323496
67460.0,46890.148098,1e-08,0.406151
67470.0,46897.092856,1e-08,0.348952
67480.0,46904.051476,1e-08,0.325404
67490.0,46911.001396,1e-08,0.409922
67500.0,46917.941349,1e-08,0.474374
67510.0,46924.889124,1e-08,0.480673
67520.0,46931.838636,1e-08,0.469625
67530.0,46938.792489,1e-08,0.399451
67540.0,46945.738021,1e-08,0.55869
67550.0,46952.680998,1e-08,0.410481
67560.0,46959.640402,1e-08,0.342814
67570.0,46966.582738,1e-08,0.412678
67580.0,46973.532261,1e-08,0.447689
67590.0,46980.485778,1e-08,0.391844
67600.0,46987.433597,1e-08,0.364365
67610.0,46994.372544,1e-08,0.368085
67620.0,47001.320956,1e-08,0.33834
67630.0,47008.276956,1e-08,0.581295
67640.0,47015.216777,1e-08,0.518084
67650.0,47022.165383,1e-08,0.385019
67660.0,47029.122161,1e-08,0.337375
67670.0,47036.078518,1e-08,0.340402
67680.0,47043.025343,1e-08,0.482998
67690.0,47049.97175,1e-08,0.448548
67700.0,47056.924209,1e-08,0.403809
67710.0,47063.883325,1e-08,0.359234
67720.0,47070.831166,1e-08,0.334466
67730.0,47077.787501,1e-08,0.410665
67740.0,47084.724053,1e-08,0.413984
67750.0,47091.675188,1e-08,0.560236
67760.0,47098.621946,1e-08,0.434762
67770.0,47105.575051,1e-08,0.446442
67780.0,47112.533485,1e-08,0.422936
67790.0,47119.479138,1e-08,0.376663
67800.0,47126.426277,1e-08,0.24612
67810.0,47133.3722,1e-08,0.44592
67820.0,47140.324121,1e-08,0.588048
67830.0,47147.276502,1e-08,0.42836
67840.0,47154.229168,1e-08,0.451062
67850.0,47161.184321,1e-08,0.383179
67860.0,47168.127614,1e-08,0.304147
67870.0,47175.083186,1e-08,0.48335
67880.0,47182.033238,1e-08,0.458483
67890.0,47188.982567,1e-08,0.316574
67900.0,47195.927392,1e-08,0.444287
67910.0,47202.879188,1e-08,0.571721
67920.0,47209.822519,1e-08,0.355166
67930.0,47216.771468,1e-08,0.388293
67940.0,47223.715345,1e-08,0.629855
67950.0,47230.669352,1e-08,0.337175
67960.0,47237.620807,1e-08,0.45121
67970.0,47244.55832,1e-08,0.506833
67980.0,47251.506675,1e-08,0.417525
67990.0,47258.45629,1e-08,0.291044
68000.0,47265.403558,1e-08,0.432964
68010.0,47272.361308,1e-08,0.340427
68020.0,47279.30397,1e-08,0.380338
68030.0,47286.257979,1e-08,0.477363
68040.0,47293.198374,1e-08,0.325449
68050.0,47300.147963,1e-08,0.371109
68060.0,47307.103372,1e-08,0.510972
68070.0,47314.051679,1e-08,0.324493
68080.0,47320.988479,1e-08,0.345378
68090.0,47327.946836,1e-08,0.45764
68100.0,47334.884581,1e-08,0.460228
68110.0,47341.827579,1e-08,0.546928
68120.0,47348.780466,1e-08,0.361751
68130.0,47355.732685,1e-08,0.375187
68140.0,47362.685862,1e-08,0.354401
68150.0,47369.631302,1e-08,0.391544
68160.0,47376.569151,1e-08,0.380084
68170.0,47383.516664,1e-08,0.390629
68180.0,47390.467882,1e-08,0.388602
68190.0,47397.405131,1e-08,0.311827
68200.0,47404.356309,1e-08,0.375664
68210.0,47411.307646,1e-08,0.489925
68220.0,47418.260411,1e-08,0.458045
68230.0,47425.205398,1e-08,0.545763
68240.0,47432.161825,1e-08,0.354385
68250.0,47439.107764,1e-08,0.366954
68260.0,47446.049095,1e-08,0.424134
68270.0,47452.996847,1e-08,0.406613
68280.0,47459.94727,1e-08,0.403225
68290.0,47466.893975,1e-08,0.346117
68300.0,47473.848677,1e-08,0.500097
68310.0,47480.800549,1e-08,0.511293
68320.0,47487.747596,1e-08,0.404293
68330.0,47494.682628,1e-08,0.398373
68340.0,47501.626489,1e-08,0.323208
68350.0,47508.570068,1e-08,0.336099
68360.0,47515.522302,1e-08,0.43266
68370.0,47522.47078,1e-08,0.427288
68380.0,47529.422098,1e-08,0.575448
68390.0,47536.36411,1e-08,0.40805
68400.0,47543.306863,1e-08,0.337737
68410.0,47550.254503,1e-08,0.392674
68420.0,47557.207661,1e-08,0.375152
68430.0,47564.16735,1e-08,0.480784
68440.0,47571.113571,1e-08,0.43407
68450.0,47578.072162,1e-08,0.516212
68460.0,47585.014064,1e-08,0.316957
68470.0,47591.974869,1e-08,0.477457
68480.0,47598.913375,1e-08,0.297993
68490.0,47605.868922,1e-08,0.380794
68500.0,47612.818088,1e-08,0.584405
68510.0,47619.762731,1e-08,0.407745
68520.0,47626.706071,1e-08,0.43072
68530.0,47633.652219,1e-08,0.433996
68540.0,47640.591256,1e-08,0.39571
68550.0,47647.53453,1e-08,0.294575
68560.0,47654.481567,1e-08,0.469468
68570.0,47661.436503,1e-08,0.405063
68580.0,47668.381474,1e-08,0.382088
68590.0,47675.324205,1e-08,0.495152
68600.0,47682.272693,1e-08,0.442876
68610.0,47689.225677,1e-08,0.37054
68620.0,47696.170855,1e-08,0.383712
68630.0,47703.117366,1e-08,0.401932
68640.0,47710.066694,1e-08,0.359955
68650.0,47717.017016,1e-08,0.483897
68660.0,47723.961434,1e-08,0.4473
68670.0,47730.903787,1e-08,0.370817
68680.0,47737.863167,1e-08,0.44649
68690.0,47744.805716,1e-08,0.494726
68700.0,47751.749139,1e-08,0.412525
68710.0,47758.696186,1e-08,0.359789
68720.0,47765.655668,1e-08,0.405112
68730.0,47772.599362,1e-08,0.320123
68740.0,47779.552826,1e-08,0.474057
68750.0,47786.493137,1e-08,0.396755
68760.0,47793.450838,1e-08,0.310213
68770.0,47800.39284,1e-08,0.297681
68780.0,47807.336704,1e-08,0.363275
68790.0,47814.294084,1e-08,0.296724
68800.0,47821.236513,1e-08,0.584332
68810.0,47828.189496,1e-08,0.43237
68820.0,47835.140812,1e-08,0.639329
68830.0,47842.082914,1e-08,0.518233
68840.0,47849.021232,1e-08,0.441509
68850.0,47855.973147,1e-08,0.398002
68860.0,47862.920353,1e-08,0.281422
68870.0,47869.879987,1e-08,0.310794
68880.0,47876.813802,1e-08,0.593032
68890.0,47883.760298,1e-08,0.557324
68900.0,47890.709189,1e-08,0.332934
68910.0,47897.661551,1e-08,0.333533
68920.0,47904.602702,1e-08,0.337569
