NumIters,Seconds,LearningRate,loss/loss
2880.0,1994.854621,1e-05,1.15487
2890.0,2001.783344,1e-05,1.01992
2900.0,2008.709128,1e-05,0.857873
2910.0,2015.657224,1e-05,0.984732
2920.0,2022.594856,1e-05,0.862869
2930.0,2029.534675,1e-05,1.2943
2940.0,2036.474527,1e-05,1.13709
2950.0,2043.416769,1e-05,0.852841
2960.0,2050.352717,1e-05,1.17374
2970.0,2057.292121,1e-05,0.976949
2980.0,2064.22389,1e-05,0.995589
2990.0,2071.174368,1e-05,1.1149
3000.0,2078.110195,1e-05,1.26066
3010.0,2085.048925,1e-05,1.09955
3020.0,2091.989829,1e-05,1.16396
3030.0,2098.93001,1e-05,1.14931
3040.0,2105.873873,1e-05,1.11293
3050.0,2112.802888,1e-05,0.955346
3060.0,2119.734157,1e-05,1.44707
3070.0,2126.667539,1e-05,1.11078
3080.0,2133.608754,1e-05,1.19953
3090.0,2140.560871,1e-05,1.02313
3100.0,2147.50321,1e-05,1.02194
3110.0,2154.439608,1e-05,0.922084
3120.0,2161.381207,1e-05,0.886772
3130.0,2168.313974,1e-05,1.07467
3140.0,2175.258238,1e-05,1.35779
3150.0,2182.202804,1e-05,1.05778
3160.0,2189.155382,1e-05,1.06795
3170.0,2196.09486,1e-05,0.973039
3180.0,2203.035648,1e-05,0.864357
3190.0,2209.966662,1e-05,0.902708
3200.0,2216.908667,1e-05,1.07799
3210.0,2223.855878,1e-05,1.36052
3220.0,2230.799327,1e-05,1.00886
3230.0,2237.739209,1e-05,1.33324
3240.0,2244.685284,1e-05,1.19928
3250.0,2251.624361,1e-05,1.15467
3260.0,2258.564596,1e-05,1.11667
3270.0,2265.500908,1e-05,1.01131
3280.0,2272.442422,1e-05,1.07325
3290.0,2279.387158,1e-05,0.976609
3300.0,2286.32684,1e-05,0.88573
3310.0,2293.262276,1e-05,1.05065
3320.0,2300.19161,1e-05,1.00315
3330.0,2307.123895,1e-05,1.08469
3340.0,2314.08048,1e-05,1.31233
3350.0,2321.024763,1e-05,0.939129
3360.0,2327.95112,1e-05,0.941046
3370.0,2334.880206,1e-05,0.872019
3380.0,2341.818927,1e-05,0.952271
3390.0,2348.771782,1e-05,0.860674
3400.0,2355.709082,1e-05,0.866908
3410.0,2362.640951,1e-05,0.860321
3420.0,2369.583222,1e-05,0.941267
3430.0,2376.524038,1e-05,1.19875
3440.0,2383.45973,1e-05,0.964562
3450.0,2390.388271,1e-05,0.928099
3460.0,2397.320772,1e-05,0.969758
3470.0,2404.252967,1e-05,0.949048
3480.0,2411.187877,1e-05,1.03431
3490.0,2418.137081,1e-05,1.37982
3500.0,2425.081832,1e-05,1.10831
3510.0,2432.01555,1e-05,0.948589
3520.0,2438.952886,1e-05,0.953006
3530.0,2445.892804,1e-05,0.862523
3540.0,2452.83053,1e-05,1.07689
3550.0,2459.760472,1e-05,0.915018
3560.0,2466.695402,1e-05,0.964116
3570.0,2473.639474,1e-05,0.840048
3580.0,2480.587416,1e-05,1.14669
3590.0,2487.520426,1e-05,1.11318
3600.0,2494.454092,1e-05,1.09263
3610.0,2501.404258,1e-05,0.966957
3620.0,2508.353324,1e-05,1.2588
3630.0,2515.290205,1e-05,1.24356
3640.0,2522.225741,1e-05,1.38339
3650.0,2529.166663,1e-05,0.804363
3660.0,2536.101998,1e-05,1.11387
3670.0,2543.04453,1e-05,1.09623
3680.0,2549.983152,1e-05,1.20989
3690.0,2556.931593,1e-05,1.10651
3700.0,2563.879307,1e-05,1.1597
3710.0,2570.821711,1e-05,0.867502
3720.0,2577.761621,1e-05,0.992856
3730.0,2584.698732,1e-05,0.964009
3740.0,2591.629649,1e-05,1.16754
3750.0,2598.569324,1e-05,1.03263
3760.0,2605.500085,1e-05,1.23886
3770.0,2612.436717,1e-05,1.11724
3780.0,2619.374534,1e-05,1.02412
3790.0,2626.312893,1e-05,0.876797
3800.0,2633.260835,1e-05,1.09238
3810.0,2640.19295,1e-05,1.006
3820.0,2647.128249,1e-05,1.12179
3830.0,2654.072452,1e-05,1.04199
3840.0,2661.003385,1e-05,0.931528
3850.0,2667.944901,1e-05,0.956941
3860.0,2674.89152,1e-05,1.05968
3870.0,2681.817095,1e-05,1.08979
3880.0,2688.765606,1e-05,1.21784
3890.0,2695.712015,1e-05,1.07272
3900.0,2702.648224,1e-05,1.06681
3910.0,2709.587109,1e-05,1.1063
3920.0,2716.529574,1e-05,1.13706
3930.0,2723.479977,1e-05,1.17268
3940.0,2730.420967,1e-05,1.05172
3950.0,2737.355787,1e-05,0.989948
3960.0,2744.301457,1e-05,1.17044
3970.0,2751.240712,1e-05,1.11702
3980.0,2758.185186,1e-05,0.883034
3990.0,2765.126288,1e-05,0.98969
4000.0,2772.060287,1e-05,0.940657
4010.0,2779.004438,1e-05,0.842242
4020.0,2785.949473,1e-05,1.11077
4030.0,2792.883005,1e-05,0.982998
4040.0,2799.817448,1e-05,0.926861
4050.0,2806.747785,1e-05,1.01546
4060.0,2813.692682,1e-05,1.10488
4070.0,2820.629764,1e-05,0.820317
4080.0,2827.567777,1e-05,0.976706
4090.0,2834.51211,1e-05,1.24023
4100.0,2841.443276,1e-05,0.946252
4110.0,2848.382581,1e-05,1.08242
4120.0,2855.325291,1e-05,0.951552
4130.0,2862.260876,1e-05,0.892986
4140.0,2869.209941,1e-05,0.926505
4150.0,2876.158928,1e-05,0.771466
4160.0,2883.10978,1e-05,0.901836
4170.0,2890.049123,1e-05,0.844711
4180.0,2896.983039,1e-05,1.05435
4190.0,2903.927929,1e-05,1.01163
4200.0,2910.872075,1e-05,1.18901
4210.0,2917.806419,1e-05,0.916827
4220.0,2924.74247,1e-05,0.991941
4230.0,2931.696228,1e-05,0.816304
4240.0,2938.636985,1e-05,1.07147
4250.0,2945.583928,1e-05,1.31782
4260.0,2952.52933,1e-05,0.985182
4270.0,2959.476884,1e-05,0.843767
4280.0,2966.425631,1e-05,1.01638
4290.0,2973.362784,1e-05,0.980952
4300.0,2980.304859,1e-05,0.979774
4310.0,2987.246703,1e-05,1.0388
4320.0,2994.192707,1e-05,1.01654
4330.0,3001.133617,1e-05,0.985408
4340.0,3008.072975,1e-05,0.922437
4350.0,3015.009716,1e-05,1.00672
4360.0,3021.955134,1e-05,0.890597
4370.0,3028.893515,1e-05,0.994559
4380.0,3035.829251,1e-05,1.22187
4390.0,3042.780543,1e-05,1.00207
4400.0,3049.71646,1e-05,0.76222
4410.0,3056.650572,1e-05,1.08598
4420.0,3063.589452,1e-05,1.01527
4430.0,3070.518565,1e-05,0.994757
4440.0,3077.466506,1e-05,0.79238
4450.0,3084.410223,1e-05,1.00054
4460.0,3091.349603,1e-05,1.09478
4470.0,3098.301048,1e-05,0.960332
4480.0,3105.253414,1e-05,0.925176
4490.0,3112.192305,1e-05,0.899457
4500.0,3119.128174,1e-05,0.996674
4510.0,3126.063651,1e-05,0.923691
4520.0,3133.015397,1e-05,1.00029
4530.0,3139.970954,1e-05,0.941695
4540.0,3146.911378,1e-05,0.999284
4550.0,3153.847635,1e-05,1.03017
4560.0,3160.784609,1e-05,1.07109
4570.0,3167.722931,1e-05,0.867846
4580.0,3174.661074,1e-05,1.16197
4590.0,3181.598188,1e-05,1.03803
4600.0,3188.55032,1e-05,0.846239
4610.0,3195.486155,1e-05,1.01287
4620.0,3202.427411,1e-05,0.842251
4630.0,3209.368253,1e-05,0.974969
4640.0,3216.307418,1e-05,0.98472
4650.0,3223.249495,1e-05,0.825583
4660.0,3230.194852,1e-05,0.901805
4670.0,3237.136257,1e-05,0.958866
4680.0,3244.076522,1e-05,1.1357
4690.0,3251.022674,1e-05,0.940361
4700.0,3257.962741,1e-05,0.818698
4710.0,3264.89892,1e-05,1.10565
4720.0,3271.833765,1e-05,0.880211
4730.0,3278.774036,1e-05,1.08345
4740.0,3285.715705,1e-05,0.600923
4750.0,3292.641149,1e-05,0.73506
4760.0,3299.576751,1e-05,0.721357
4770.0,3306.502694,1e-05,0.802868
4780.0,3313.449952,1e-05,0.914429
4790.0,3320.395706,1e-05,1.00479
4800.0,3327.331338,1e-05,0.917899
4810.0,3334.272452,1e-05,0.931156
4820.0,3341.211892,1e-05,0.926116
4830.0,3348.151707,1e-05,1.09153
4840.0,3355.091922,1e-05,0.930552
4850.0,3362.02185,1e-05,0.733632
4860.0,3368.951224,1e-05,1.08183
4870.0,3375.890151,1e-05,1.0819
4880.0,3382.843095,1e-05,0.985702
4890.0,3389.784695,1e-05,1.0175
4900.0,3396.727034,1e-05,0.77226
4910.0,3403.660863,1e-05,0.729481
4920.0,3410.606371,1e-05,0.863338
4930.0,3417.536745,1e-05,0.844606
4940.0,3424.47501,1e-05,1.01953
4950.0,3431.406161,1e-05,0.926319
4960.0,3438.335667,1e-05,0.861917
4970.0,3445.272667,1e-05,0.938662
4980.0,3452.216797,1e-05,0.885331
4990.0,3459.154539,1e-05,0.98041
5000.0,3469.267531,1e-05,0.986418
5010.0,3476.178086,1e-05,1.06896
5020.0,3483.098193,1e-05,0.773512
5030.0,3490.028962,1e-05,1.02742
5040.0,3496.951779,1e-05,0.93849
5050.0,3503.874571,1e-05,0.986286
5060.0,3510.802883,1e-05,0.9712
5070.0,3517.733492,1e-05,0.932653
5080.0,3524.678774,1e-05,0.933589
5090.0,3531.605884,1e-05,0.955422
5100.0,3538.543187,1e-05,1.02661
5110.0,3545.469189,1e-05,1.00982
5120.0,3552.406828,1e-05,0.898615
5130.0,3559.346091,1e-05,0.892309
5140.0,3566.280814,1e-05,0.805047
5150.0,3573.201428,1e-05,0.685633
5160.0,3580.137725,1e-05,0.972156
5170.0,3587.074066,1e-05,0.968113
5180.0,3594.010887,1e-05,0.787886
5190.0,3600.94079,1e-05,0.590317
5200.0,3607.881209,1e-05,0.86227
5210.0,3614.815781,1e-05,1.01969
5220.0,3621.773861,1e-05,0.838629
5230.0,3628.706546,1e-05,0.810207
5240.0,3635.637221,1e-05,1.02062
5250.0,3642.57595,1e-05,0.88502
5260.0,3649.518574,1e-05,0.718464
5270.0,3656.465829,1e-05,0.853876
5280.0,3663.399594,1e-05,0.898421
5290.0,3670.326821,1e-05,0.8182
5300.0,3677.263232,1e-05,0.910565
5310.0,3684.203303,1e-05,0.904958
5320.0,3691.136314,1e-05,0.792925
5330.0,3698.079094,1e-05,0.99338
5340.0,3705.015328,1e-05,0.912453
5350.0,3711.950809,1e-05,0.908144
5360.0,3718.886671,1e-05,0.814229
5370.0,3725.819715,1e-05,0.889313
5380.0,3732.758253,1e-05,0.811376
5390.0,3739.691749,1e-05,0.978663
5400.0,3746.625902,1e-05,0.796049
5410.0,3753.564607,1e-05,1.01107
5420.0,3760.496669,1e-05,0.919113
5430.0,3767.43193,1e-05,0.87569
5440.0,3774.36195,1e-05,0.975733
5450.0,3781.306544,1e-05,0.855537
5460.0,3788.234112,1e-05,0.918091
5470.0,3795.171128,1e-05,0.892858
5480.0,3802.104742,1e-05,0.935728
5490.0,3809.038565,1e-05,0.853538
5500.0,3815.976562,1e-05,0.861225
5510.0,3822.91611,1e-05,0.897057
5520.0,3829.846042,1e-05,1.06551
5530.0,3836.784446,1e-05,0.828609
5540.0,3843.714801,1e-05,0.970295
5550.0,3850.658928,1e-05,0.963059
5560.0,3857.592964,1e-05,1.01613
5570.0,3864.528921,1e-05,0.786194
5580.0,3871.464291,1e-05,1.10348
5590.0,3878.398751,1e-05,0.847553
5600.0,3885.342234,1e-05,0.830158
5610.0,3892.276105,1e-05,0.926568
5620.0,3899.208891,1e-05,0.936366
5630.0,3906.141945,1e-05,1.0035
5640.0,3913.074715,1e-05,0.930451
5650.0,3920.01041,1e-05,0.848769
5660.0,3926.943863,1e-05,0.855905
5670.0,3933.885709,1e-05,1.14374
5680.0,3940.821066,1e-05,0.949595
5690.0,3947.749716,1e-05,0.99936
5700.0,3954.692779,1e-05,0.878605
5710.0,3961.616091,1e-05,0.848656
5720.0,3968.550394,1e-05,0.881141
5730.0,3975.48862,1e-05,0.956334
5740.0,3982.423269,1e-05,0.768063
5750.0,3989.36576,1e-05,0.817266
5760.0,3996.299653,1e-05,1.01561
5770.0,4003.22847,1e-05,0.654626
5780.0,4010.153648,1e-05,1.06511
5790.0,4017.087744,1e-05,0.85763
5800.0,4024.02672,1e-05,0.971179
5810.0,4030.957622,1e-05,0.792867
5820.0,4037.893746,1e-05,0.948017
5830.0,4044.824994,1e-05,1.09009
5840.0,4051.765699,1e-05,0.941334
5850.0,4058.700442,1e-05,0.963988
5860.0,4065.638215,1e-05,0.745349
5870.0,4072.568914,1e-05,0.825826
5880.0,4079.500758,1e-05,0.800273
5890.0,4086.431892,1e-05,1.13492
5900.0,4093.366896,1e-05,0.843443
5910.0,4100.303511,1e-05,0.858222
5920.0,4107.24398,1e-05,0.971513
5930.0,4114.174663,1e-05,0.713646
5940.0,4121.108961,1e-05,0.931802
5950.0,4128.047255,1e-05,0.974521
5960.0,4134.977591,1e-05,0.9249
5970.0,4141.911618,1e-05,0.910308
5980.0,4148.841554,1e-05,0.954918
5990.0,4155.770455,1e-05,0.900084
6000.0,4162.697568,1e-05,0.711582
6010.0,4169.644539,1e-05,0.886954
6020.0,4176.586624,1e-05,0.818469
6030.0,4183.520049,1e-05,0.919626
6040.0,4190.453693,1e-05,0.933344
6050.0,4197.383102,1e-05,0.792073
6060.0,4204.319522,1e-05,0.965544
6070.0,4211.255851,1e-05,0.869281
6080.0,4218.178167,1e-05,0.76864
6090.0,4225.116443,1e-05,0.820782
6100.0,4232.057758,1e-05,0.956743
6110.0,4238.996941,1e-05,0.656537
6120.0,4245.936994,1e-05,1.01728
6130.0,4252.866083,1e-05,0.791815
6140.0,4259.810275,1e-05,0.924263
6150.0,4266.755244,1e-05,1.04698
6160.0,4273.687816,1e-05,0.998165
6170.0,4280.621683,1e-05,0.814682
6180.0,4287.542796,1e-05,0.709263
6190.0,4294.478686,1e-05,0.928091
6200.0,4301.420837,1e-05,0.828439
6210.0,4308.373208,1e-05,0.856475
6220.0,4315.317845,1e-05,0.712543
6230.0,4322.252611,1e-05,0.890427
6240.0,4329.183844,1e-05,0.862267
6250.0,4336.121814,1e-05,0.82992
6260.0,4343.059314,1e-05,0.624409
6270.0,4350.001091,1e-05,0.686911
6280.0,4356.940119,1e-05,0.720044
6290.0,4363.881787,1e-05,0.909965
6300.0,4370.826388,1e-05,0.810401
6310.0,4377.763565,1e-05,0.859032
6320.0,4384.699651,1e-05,0.844885
6330.0,4391.645244,1e-05,0.827851
6340.0,4398.580335,1e-05,0.889625
6350.0,4405.516939,1e-05,0.91922
6360.0,4412.453876,1e-05,0.898713
6370.0,4419.392182,1e-05,0.822927
6380.0,4426.332165,1e-05,0.75873
6390.0,4433.271234,1e-05,0.91972
6400.0,4440.201526,1e-05,0.884013
6410.0,4447.142793,1e-05,0.767766
6420.0,4454.079662,1e-05,0.907411
6430.0,4461.020228,1e-05,0.649803
6440.0,4467.955108,1e-05,1.00332
6450.0,4474.891901,1e-05,0.759192
6460.0,4481.842982,1e-05,0.744567
6470.0,4488.774369,1e-05,1.07512
6480.0,4495.716541,1e-05,0.674264
6490.0,4502.648611,1e-05,0.899348
6500.0,4509.589523,1e-05,0.739419
6510.0,4516.524016,1e-05,1.05694
6520.0,4523.465103,1e-05,0.884485
6530.0,4530.401384,1e-05,0.803578
6540.0,4537.349056,1e-05,1.0227
6550.0,4544.294491,1e-05,0.813593
6560.0,4551.235025,1e-05,0.985007
6570.0,4558.169115,1e-05,1.10074
6580.0,4565.110838,1e-05,0.944276
6590.0,4572.048793,1e-05,0.701307
6600.0,4578.981907,1e-05,0.747385
6610.0,4585.916496,1e-05,1.03549
6620.0,4592.847243,1e-05,0.625633
6630.0,4599.785714,1e-05,0.69912
6640.0,4606.737777,1e-05,0.884871
6650.0,4613.672183,1e-05,1.00921
6660.0,4620.606621,1e-05,0.825106
6670.0,4627.538534,1e-05,0.796472
6680.0,4634.482511,1e-05,0.776705
6690.0,4641.421136,1e-05,0.770203
6700.0,4648.353815,1e-05,0.667374
6710.0,4655.290058,1e-05,0.768255
6720.0,4662.230021,1e-05,0.893289
6730.0,4669.16194,1e-05,0.604368
6740.0,4676.114014,1e-05,1.07904
6750.0,4683.055897,1e-05,1.04528
